ID,District,pH,TN,P2O5,K2O,OM,Sand,Clay,Silt,Longitude,Latitude,Dataset,SN,Texture_class,B,Zn,Source,Year,Palika,Ward.Numbe,Nepal_cropmask1,lyrid,upper_depth,lower_depth
1160DCC7,Makwanpur,6.6,0.12,110.69,431.14,3.8,55.31,12,32.69,84.9205,27.6361,Legacy_Data,15508,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,1160DCC7_1,0,20
1162AB78,Jhapa,5.8000002,0.09,41.55,804,1.75,24,23,53,87.8913,26.5171,Legacy_Data,8968,SiL,0.53,0.02,NLUP,2074,NA,NA,NA,1162AB78_1,0,20
116331BB,Myagdi,6.8,0.23,288.304,215.04,4.56,NA,NA,NA,83.5569,28.3684,Legacy_Data,18063,clay loam,NA,NA,SMD,NA,NA,NA,NA,116331BB_1,0,20
1171177B,Kailali,8.1999998,0.12,46,188,2.41,17,41,42,80.754,28.7607,Legacy_Data,10932,Silt Clay Loam,0.06,1,NLUP,2074,NA,NA,NA,1171177B_1,0,20
117288A1,Sindhupalchowk,5.45,0.21,26.81,499.2,4.15,69.2,28.6,2.2,85.6774,27.9154,Legacy_Data,27391,Sandy Clay Loam,NA,NA,NLUP,2077,NA,NA,NA,117288A1_1,0,20
117290AD,Tanahu,7.1,0.09,46.95,35.64,1.7,65.5,5.4,29.1,84.1984,27.9297,Legacy_Data,29217,SL,NA,NA,NLUP,2075,NA,NA,NA,117290AD_1,0,20
117BE0D9,Baglung-Parbat,5.9099998,0.03,108.1,197.1,0.44,16,16,68,83.4288,28.3071,Legacy_Data,668,,NA,NA,NLUP,2076,NA,NA,NA,117BE0D9_1,0,20
117F5993,Mahottari,5,0.05,1.98,16.34,0.9,84,2.3,13.7,85.866,26.9249,Legacy_Data,14671,Loamy Fine Sand,0.38,0.23,NLUP,2074,NA,NA,NA,117F5993_1,0,20
11804E8F,Baglung-Parbat,4.8099999,0.03,133,85.3,0.67,36,6,58,83.1318,28.4185,Legacy_Data,739,,NA,NA,NLUP,2076,NA,NA,NA,11804E8F_1,0,20
11847B2E,Morang,5.5999999,0.1,67.13,49.02,1.86,33.5,16.8,49.7,87.4274,26.5549,Legacy_Data,16604,L,1.33,0.08,NLUP,2074,NA,NA,NA,11847B2E_1,0,20
118780C6,Mugu,5.5799999,0.05,339.24,64.38,6.33,19.62,4,76.38,82.1003,29.5979,Legacy_Data,17528,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,118780C6_1,0,20
118BAC79,Dhadhing,6.3,0.06,33.44,56.4,1.18,10.3,41.7,48,84.9125,27.7649,Legacy_Data,5621,Silty clay,NA,NA,NLUP,2077,NA,NA,NA,118BAC79_1,0,20
118DC1FC,Terathum,6.6,0.33,324.71,335.16,3.2,49.1,20.9,30,87.5186,27.1085,Legacy_Data,29771,Loam,1.41,0.83,IWRMP,2074,NA,NA,NA,118DC1FC_1,0,20
118EF36A,Taplejung,5.3,0.06,21.56,205.7,2.88,62.35,9.65,28,87.6293,27.4663,Legacy_Data,29363,Loam,0.21,0.72,IWRMP,2074,NA,NA,NA,118EF36A_1,0,20
1190E334,Rasuwa,6.39,0.17,39.37,262.8,3.46,75.7,8.9,15.4,85.301,28.1819,Legacy_Data,22971,Sandy loam,NA,NA,NLUP,2077,NA,NA,NA,1190E334_1,0,20
1193BC9E,Rautahat,5.8000002,0.05,24.01,81.13,1.1,3,43,54,85.3311,27.0314,Legacy_Data,23094,silty clay,0.18,0.41,NLUP,2076,NA,NA,NA,1193BC9E_1,0,20
119A3F66,Bara,8.1000004,0.09,30.1,335,2.55,30.4,23.6,46,85.0968,27.0748,Legacy_Data,2474,loam,NA,NA,NLUP,2074,NA,NA,NA,119A3F66_1,0,20
119A5DDD,Bara,7.3000002,0.1,20.006,56.98,1.95,37.75,18.85,43.4,85.1151,26.9807,Legacy_Data,2605,Loam,1.48,1.1,NLUP,2074,NA,NA,NA,119A5DDD_1,0,20
119D0707,Baitadi,6.01,0.03,147.7,1034.9,5.35,43,14,43,80.4573,29.6082,Legacy_Data,908,Loam,NA,NA,NLUP,2076,NA,NA,NA,119D0707_1,0,20
119D9F7E,Sindhupalchowk,6,0.1,23.25,122.4,1.98,11.4,41.2,47.4,85.7075,27.7951,Legacy_Data,27210,Silty Clay,NA,NA,NLUP,2077,NA,NA,NA,119D9F7E_1,0,20
119F102D,Banke,6.8000002,0.17,109,188,3.35,60,10,30,81.6905,28.2066,Legacy_Data,1915,Sandy Loam,0.13,1.17,NLUP,2074,NA,NA,NA,119F102D_1,0,20
11A0A353,Surkhet,6.9000001,0.23,207,312,4.6,47.4,8.3,44.3,81.6309,28.5621,Legacy_Data,28680,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,11A0A353_1,0,20
11A2F8A2,Kaski,5.8,0.38,75.52,31.02,6.46,66.2,8.55,25.25,84.0561,28.3301,Legacy_Data,12667,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,11A2F8A2_1,0,20
11A83B82,Morang,7.3000002,0.19,53.54,344.07,7.99,76,8,16,87.5374,26.5362,Legacy_Data,17025,LS,0.54,0.25,NLUP,2074,NA,NA,NA,11A83B82_1,0,20
11AABA45,Jajarkot,5.48,0.24,245.069,315.6,4.16,61,10,28,82.0206,28.879,Legacy_Data,8714,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,11AABA45_1,0,20
11B0F709,Siraha,7.3000002,0.11,15.45,130.02,1.09,60.1,18.1,21.4,86.3513,26.7628,Legacy_Data,27692,Sandy Loam,0.19,0.04,NLUP,2074,NA,NA,NA,11B0F709_1,0,20
11B34A32,Accham,6.6300001,0.41,84.46,1527.6,8.3,43,13,43,81.2418,29.0357,Legacy_Data,74,LOAM,NA,NA,NLUP,2076,NA,NA,NA,11B34A32_1,0,20
11B559A8,Kailali,7.5300002,0.05,26.03,187.6,1.03,47.7,5.8,46.5,80.6064,28.8125,Legacy_Data,10825,SL,0.12,0.54,NLUP,2074,NA,NA,NA,11B559A8_1,0,20
11B60C42,Darchula,7.73,0.13,1.835,49.5,1.74,32,8,60,80.5914,29.6932,Legacy_Data,5393,SILT LOAM,NA,NA,NLUP,2074,NA,NA,NA,11B60C42_1,0,20
11BAAB96,Solukhumbu,5.51,0.28,23.32,450.76,5.66,68.3,2,29.85,86.7252,27.4231,Legacy_Data,28028,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,11BAAB96_1,0,20
11BB33A6,Jajarkot,5.71,0.09,25.56,622.8,2.43,50,22,28,82.0882,28.6804,Legacy_Data,8477,Loam,NA,NA,NLUP,2076,NA,NA,NA,11BB33A6_1,0,20
11BBA404,Sindhupalchowk,5.5,0.1,60.93,255.6,1.93,42.2,37.4,20.4,85.5086,27.8164,Legacy_Data,27260,Clay Loam,NA,NA,NLUP,2077,NA,NA,NA,11BBA404_1,0,20
11BEC031,Dhanusha,5.9000001,0.05,1.62,174.38,0.69,48.6,13.7,37.7,86.0094,26.8655,Legacy_Data,6394,L,0.02,0.02,NLUP,2074,NA,NA,NA,11BEC031_1,0,20
11C159A3,Dolakha,6.4,0.18,310.61,717.59,2.7,NA,NA,NA,86.1488,27.7069,Legacy_Data,6652,Loam,NA,NA,NLUP,2077,NA,NA,NA,11C159A3_1,0,20
11C3299F,Jajarkot,5.8299999,0.42,619.94,145.2,6.36,74,2,24,82.2442,28.8104,Legacy_Data,8522,Loamy Sand,NA,NA,NLUP,2076,NA,NA,NA,11C3299F_1,0,20
11C421F7,Bara,7.5,0.07,6.17,160.8,2.82,28.11,25.6,46.29,85.1042,27.0771,Legacy_Data,2458,Loam,0.04,0.72,NLUP,2074,NA,NA,NA,11C421F7_1,0,20
11C4D2F6,Salyan,6.25,0.06,410.5,25.02,2.65,55.35,17.65,27,82.3788,28.4492,Legacy_Data,25244,Sandy Loam,0.85,0.7,IWRMP,2074,NA,NA,NA,11C4D2F6_1,0,20
11C5BFDA,Rolpa,5.9,0.28,25.53,201.6,3.3,55.35,30.9,13.75,82.556,28.2555,Legacy_Data,23850,Sandy Clay Loam,0.27,1.64,IWRMP,2074,NA,NA,NA,11C5BFDA_1,0,20
11C619DC,Myagdi,6.2,0.3,123.88,215.04,6.05,NA,NA,NA,83.612,28.4786,Legacy_Data,18251,clay loam,NA,NA,SMD,NA,NA,NA,NA,11C619DC_1,0,20
11CB87DE,Bara,5.1999998,0.06,35.08,210,0.81,60.4,11.96,27.64,85.0744,27.0913,Legacy_Data,3099,sandy loam,0.17,0.4,NLUP,2074,NA,NA,NA,11CB87DE_1,0,20
11CC29C2,Dhankuta,6.63,0.15,36.18,1701.8,3,62,29,9,87.553,26.8742,Legacy_Data,6056,SL,NA,NA,NLUP,2074,NA,NA,NA,11CC29C2_1,0,20
11D1D050,Accham,6.1199999,0.25,35.02,549.4,4.98,46,16,38,81.4226,28.9472,Legacy_Data,36,LOAM,NA,NA,NLUP,2076,NA,NA,NA,11D1D050_1,0,20
11D382FE,Bara,7.8000002,0.1,38.25,120.6,2.29,36.4,19.6,44,85.0607,27.065,Legacy_Data,2565,loam,NA,NA,NLUP,2074,NA,NA,NA,11D382FE_1,0,20
11D3CF25,Jhapa,5.8000002,0.18,37.67,187.6,3.61,36,30,34,88.0339,26.6338,Legacy_Data,9723,Clayloam,0.3,1.08,NLUP,2074,NA,NA,NA,11D3CF25_1,0,20
11D584F4,Accham,4.4000001,0.21,13.43,115.67,3.65,30,18,52,81.3556,29.1765,Legacy_Data,222,SILT LOAM,NA,NA,NLUP,2076,NA,NA,NA,11D584F4_1,0,20
11D638B2,Sindhupalchowk,6.21,0.27,17.17,188.4,5.3,68.4,21.6,10,85.8848,27.9044,Legacy_Data,27378,Sandy Clay Loam,NA,NA,NLUP,2077,NA,NA,NA,11D638B2_1,0,20
11D6F4CD,Mugu,6.7399998,0.14,402.27,190.47,3.64,39.63,8,52.37,82.5171,29.726,Legacy_Data,17611,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,11D6F4CD_1,0,20
11D8301C,Terathum,6.3,0.09,58.1,287.28,4,40,10,50,87.606,27.2167,Legacy_Data,29874,Silt Loam,1.46,0.91,IWRMP,2074,NA,NA,NA,11D8301C_1,0,20
11DB9662,Kailali,7.3099999,0.13,20.08,241.2,2.67,18.7,10.3,71,80.5963,28.812,Legacy_Data,10473,SIL,0.14,0.15,NLUP,2074,NA,NA,NA,11DB9662_1,0,20
11DBB5A0,Nawalparasi,6.1599998,0.24,52.626,288.11,4.48,54.9,15.4,29.7,84.2137,27.6914,Legacy_Data,19379,SL,NA,NA,NLUP,2074,NA,NA,NA,11DBB5A0_1,0,20
11DCEEAA,Salyan,6.66,0.13,588.95,55.21,5.85,65.1,15.65,19.25,82.1935,28.3055,Legacy_Data,25174,Sandy Loam,0.95,0.46,IWRMP,2074,NA,NA,NA,11DCEEAA_1,0,20
11DEEDBF,Siraha,6.5999999,0.18,56.67,59.14,0.46,31,33,36,86.3421,26.7883,Legacy_Data,27583,Clay Loam,0.37,1.25,NLUP,2074,NA,NA,NA,11DEEDBF_1,0,20
11DF3F22,Kailali,8.3000002,0.14,29,188,2.76,NA,NA,NA,81.1636,28.6226,Legacy_Data,11131,clay loam,0.07,0.55,NLUP,2074,NA,NA,NA,11DF3F22_1,0,20
11DFAF5E,Myagdi,5.8,0.3,738.686,161.28,6.03,NA,NA,NA,83.4904,28.3345,Legacy_Data,18003,loam,NA,NA,SMD,NA,NA,NA,NA,11DFAF5E_1,0,20
11DFF847,Terathum,6.5,0.12,50.18,329.4,4.7,55.35,15.9,28.75,87.447,27.0752,Legacy_Data,30083,Sandy Loam,0.94,1.29,IWRMP,2074,NA,NA,NA,11DFF847_1,0,20
11E33CD4,Lamjung,6.29,0.13,270.34,115.58,5.09,38.96,4,57.04,84.2399,28.1668,Legacy_Data,13977,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,11E33CD4_1,0,20
11E42EF9,Tanahu,6.5,0.2,167.43,182.95,4.37,55.5,5.4,39.1,84.1914,27.9354,Legacy_Data,29221,SL,NA,NA,NLUP,2075,NA,NA,NA,11E42EF9_1,0,20
11E98E20,Jajarkot,5.6500001,0.06,107.56,136.8,0.86,77,6,16,82.0881,28.6626,Legacy_Data,8468,Loamy Sand,NA,NA,NLUP,2076,NA,NA,NA,11E98E20_1,0,20
11EA8FD5,Dhadhing,5.41,0.15,34.75,82.8,2.91,76.2,16.3,7.5,84.9919,27.9003,Legacy_Data,5779,Sandy loam,NA,NA,NLUP,2077,NA,NA,NA,11EA8FD5_1,0,20
11ECB1CA,Lamjung,5.78,0.06,161,90.05,2.7,17.92,8,74.08,84.2862,28.1583,Legacy_Data,13967,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,11ECB1CA_1,0,20
11ED0EFF,Mahottari,6.4000001,0.36,20.51,298.37,3.16,77,7,16,85.7105,26.8502,Legacy_Data,14646,Sandy Clay Loam,0.09,0.31,NLUP,2074,NA,NA,NA,11ED0EFF_1,0,20
11F0DE0E,Siraha,8.0500002,0.07,10.3,190.92,0.56,33.6,12.3,54.1,86.3866,26.8039,Legacy_Data,27499,Silty Loam,0.16,0.33,NLUP,2074,NA,NA,NA,11F0DE0E_1,0,20
11F2F00D,Bajhang,7.4000001,0.23,18.06,177.59,4.84,58,6,36,81.0055,29.5704,Legacy_Data,1166,SANDY LOAM,NA,NA,NLUP,2076,NA,NA,NA,11F2F00D_1,0,20
11F471B0,Jumla,7.4000001,0.14,6.18,241.2,2.8,64,8,28,82.0598,29.4326,Legacy_Data,10417,SL,NA,NA,NLUP,2076,NA,NA,NA,11F471B0_1,0,20
11F48E66,Jhapa,5.8000002,0.03,187,134,0.67,11,46,43,87.8286,26.6558,Legacy_Data,9345,SiCL,1.18,0.33,NLUP,2074,NA,NA,NA,11F48E66_1,0,20
11F65857,Accham,6.0999999,0.13,12.35,107.53,1.97,60,5,35,81.1415,29.2244,Legacy_Data,247,SANDY LAOM,NA,NA,NLUP,2076,NA,NA,NA,11F65857_1,0,20
11F6A700,Morang,5.5,0.11,78.01,45.36,2.13,47.5,6.8,45.7,87.4156,26.5574,Legacy_Data,16695,SL,2.07,0.17,NLUP,2074,NA,NA,NA,11F6A700_1,0,20
11F751CB,Baglung-Parbat,7.3499999,0.06,8.24,288.6,1.25,44,2,54,83.6662,28.1691,Legacy_Data,553,SILTY LOAM,NA,NA,NLUP,2076,NA,NA,NA,11F751CB_1,0,20
11F8B347,Rautahat,6.3000002,0.13,8.4,43.01,2.17,58,8,34,85.2123,26.8992,Legacy_Data,23289,Sandy Clay,0.38,0.61,NLUP,2076,NA,NA,NA,11F8B347_1,0,20
11F926E1,Saptari,6.0999999,0.05,105,58,0.9,57,17,26,86.903,26.6186,Legacy_Data,26356,sandy loam,0.83,1.28,NLUP,2074,NA,NA,NA,11F926E1_1,0,20
11FC4A5A,Salyan,6.8899999,0.11,30.3,402,2.15,26,12,62,82.0719,28.5292,Legacy_Data,25811,SiL,NA,NA,NLUP,2074,NA,NA,NA,11FC4A5A_1,0,20
12032574,Parsa,6.1999998,0.15,108.17,95.4,3.1,30.6,24.3,45.1,84.7633,27.0761,Legacy_Data,21595,L,1.76,0.07,NLUP,2074,NA,NA,NA,12032574_1,0,20
12045047,Dang,7.8000002,0.14,179.267,161.28,2.75,15,41,44,82.5964,27.8553,Legacy_Data,5276,silty clay,0.29,0.13,NLUP,2074,NA,NA,NA,12045047_1,0,20
1204FBD9,Rautahat,5.6999998,0.05,51.36,94.2,1.1,25,65,10,85.3726,27.0382,Legacy_Data,23410,clay,0.18,0.54,NLUP,2076,NA,NA,NA,1204FBD9_1,0,20
1206179A,Nawalparasi,8.1000004,0.05,31,288,1,12,46,42,83.8834,27.4742,Legacy_Data,18827,silty clay,0.7,0.18,NLUP,2074,NA,NA,NA,1206179A_1,0,20
1208E454,Morang,6.5,0.05,3.1,93.8,1.02,17.5,2.7,79.8,87.4186,26.5173,Legacy_Data,15928,Si,1.2,0.02,NLUP,2074,NA,NA,NA,1208E454_1,0,20
1209619B,Morang,6,0.06,20.22,147.4,1.19,49.8,3.4,46.8,87.464,26.5443,Legacy_Data,16673,SiL,0.59,0.03,NLUP,2074,NA,NA,NA,1209619B_1,0,20
120FAE4C,Dolakha,5.2,0.23,221.85,186.04,3.52,NA,NA,NA,86.0942,27.798,Legacy_Data,6599,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,120FAE4C_1,0,20
121A05E9,Tanahu,5.6,0.27,254.13,336.29,6.38,65.5,5.7,28.8,84.3267,27.8134,Legacy_Data,29120,SL,NA,NA,NLUP,2075,NA,NA,NA,121A05E9_1,0,20
121C069C,Baitadi,5.49,0.03,15.4,405.9,4.32,23,10,67,80.6874,29.5961,Legacy_Data,1074,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,121C069C_1,0,20
121E9F3A,Jajarkot,5.5799999,0.18,10.305,558,3.91,18,44,38,81.8978,28.6537,Legacy_Data,8584,Clay,NA,NA,NLUP,2076,NA,NA,NA,121E9F3A_1,0,20
1222B1F2,Dang,7.3000002,0.09,199.055,806.4,1.81,51,7,42,82.6587,27.8435,Legacy_Data,5288,sandy loam,0.12,0.15,NLUP,2074,NA,NA,NA,1222B1F2_1,0,20
122353BE,Parsa,6,0.05,2,126.33,0.61,28.9,18,53.1,84.8737,27.1132,Legacy_Data,21447,SIL,2.13,0.02,NLUP,2074,NA,NA,NA,122353BE_1,0,20
1223CB90,Nawalparasi,6.4000001,0.07,236.4,220.4,1.81,57.6,13.12,29.28,83.7882,27.5035,Legacy_Data,19215,Sandy Loam,NA,NA,NLUP,2074,NA,NA,NA,1223CB90_1,0,20
12263CA1,Accham,5.5999999,0.12,25.97,55.99,1.53,42,12,45,81.2035,29.2403,Legacy_Data,254,LOAM,NA,NA,NLUP,2076,NA,NA,NA,12263CA1_1,0,20
122CBB58,Bhojpur,5.92,0.09,154.76,123.4,2.1,31.32,6,62.68,87.2001,27.301,Legacy_Data,3772,Silt Loam,NA,NA,NLUP,2077,NA,NA,NA,122CBB58_1,0,20
122CC872,Bardiya,7.3000002,0.05,NA,35.43,0.67,39.8,20.5,39.7,81.5159,28.2138,Legacy_Data,3425,L,5.67,1,NLUP,2074,NA,NA,NA,122CC872_1,0,20
122F56F3,Kapilvastu,5.5999999,0.18,192.29,132,3.91,45.2,11.7,43.1,83.1636,27.572,Legacy_Data,12168,L,0.61,0.05,NLUP,2074,NA,NA,NA,122F56F3_1,0,20
12312E66,Jhapa,6.3000002,0.04,13.11,107.2,0.85,53,2,45,87.8356,26.6178,Legacy_Data,9298,SL,2.1,0.05,NLUP,2074,NA,NA,NA,12312E66_1,0,20
1234EC83,Dadeldhura,5.8800001,0.12,19.53,123.6,2.46,20,17,63,80.3937,29.3556,Legacy_Data,4497,Silty Loam,NA,NA,NLUP,2076,NA,NA,NA,1234EC83_1,0,20
12372B01,Banke,5.0999999,0.31,117,97,6.13,20,40,40,81.6922,28.135,Legacy_Data,1834,Silty Clay,0.03,1,NLUP,2074,NA,NA,NA,12372B01_1,0,20
123F43E4,Kapilvastu,6.1999998,0.07,20.07,30.6,1.12,58.9,5.4,35.7,83.0345,27.7023,Legacy_Data,12213,SL,0.58,0.03,NLUP,2074,NA,NA,NA,123F43E4_1,0,20
1240F868,Gulmi,6.2,0.18,73,81.67,3.99,60.6,7,32.5,83.515,28.107,Legacy_Data,7981,L,NA,NA,NLUP,2075,NA,NA,NA,1240F868_1,0,20
12430B7A,Baitadi,7.59,0.02,43.1,404.5,4.06,56,10,34,80.4902,29.5789,Legacy_Data,796,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,12430B7A_1,0,20
12446503,Kapilvastu,8.3999996,0.09,13.11,134,1.88,19.6,8,72.4,82.7946,27.5425,Legacy_Data,11584,SiL,NA,NA,NLUP,2074,NA,NA,NA,12446503_1,0,20
1246194F,Rautahat,8.3000002,0.07,66.16,67.57,1.36,17.5,34.5,48,85.2282,27.0985,Legacy_Data,23170,silty clay,0.16,1.54,NLUP,2076,NA,NA,NA,1246194F_1,0,20
1246D344,Makwanpur,6.99,0.07,247.23,169,4.42,48.56,6,45.44,85.0702,27.4571,Legacy_Data,15528,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,1246D344_1,0,20
124713E3,Doti,6.8400002,0.03,305.65,361.2,0.5,65,15,20,80.9283,29.2825,Legacy_Data,7062,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,124713E3_1,0,20
124F7582,Sunsari,5.1999998,0.08,169.37,95.2,1.66,13,30,57,87.2088,26.5947,Legacy_Data,28284,Silty Clay Loam,0.17,0.17,NLUP,2074,NA,NA,NA,124F7582_1,0,20
124FE9DD,Kailali,7.0999999,0.09,30.785,88.22,1.71,62.9,9.1,28,81.0786,28.6883,Legacy_Data,11054,SL,4.33,0.34,NLUP,2074,NA,NA,NA,124FE9DD_1,0,20
1250F14D,Jajarkot,7.2199998,0.18,134.795,242.4,1.13,57,16,27,82.0512,28.6447,Legacy_Data,8577,Sandy Loam,NA,NA,NLUP,2076,NA,NA,NA,1250F14D_1,0,20
1253180F,Bara,6.4000001,0.07,23.1,120.6,1.88,44.76,17.24,38,85.0029,27.1064,Legacy_Data,2816,loam,0.05,0.46,NLUP,2074,NA,NA,NA,1253180F_1,0,20
125466CD,Argakhachi,5.5,0.23,40.342,69.89,3.86,80,7,13,83.2074,27.793,Legacy_Data,289,Sandy Loam,NA,NA,NLUP,2075,NA,NA,NA,125466CD_1,0,20
1256D6D2,Terathum,5.7,0.07,120.24,263.34,2.9,51.6,29.15,19.25,87.4692,27.0598,Legacy_Data,29860,Sandy Clay Loam,1.3,0.91,IWRMP,2074,NA,NA,NA,1256D6D2_1,0,20
12571532,Bardiya,6.3000002,0.08,28.51,59.08,1.47,22.9,28.5,48.6,81.4623,28.2529,Legacy_Data,3351,CL,2.67,1.54,NLUP,2074,NA,NA,NA,12571532_1,0,20
125A3371,Rolpa,6.3,0.29,37.38,203.49,4.6,42.6,18.9,38.5,82.642,28.3687,Legacy_Data,23810,Loam,1.28,0.58,IWRMP,2074,NA,NA,NA,125A3371_1,0,20
125F51D8,Bara,7.0999999,0.04,31,48,0.82,15,44,41,85.1411,26.8785,Legacy_Data,2708,silty clay,0.48,0.02,NLUP,2074,NA,NA,NA,125F51D8_1,0,20
126A5E9A,Bara,7.5,0.11,10.2,107.2,2.12,15.8,24.2,60,84.9858,27.1204,Legacy_Data,2110,SiL,0.92,0.66,NLUP,2074,NA,NA,NA,126A5E9A_1,0,20
126C90F4,Doti,6.8200002,0.11,24.4,104.2,1.99,25,5,70,80.8455,29.2608,Legacy_Data,7222,SILT LOAM,NA,NA,NLUP,2076,NA,NA,NA,126C90F4_1,0,20
126E82E3,Sindhuli,7.26,0.09,3.64,214.67,2.01,22.91,14,63.09,86.3212,27.0782,Legacy_Data,26885,SiL,NA,NA,NLUP,2077,NA,NA,NA,126E82E3_1,0,20
126F1B0E,Banke,5.0999999,0.33,140,62,6.57,70,20,10,81.6513,28.1277,Legacy_Data,2001,Sandy Clay Loam,0.25,0.56,NLUP,2074,NA,NA,NA,126F1B0E_1,0,20
126FE370,Sindhuli,5.73,0.11,110.92,26.6,2.21,11.41,16,72.59,85.9637,27.1061,Legacy_Data,26748,SiL,NA,NA,NLUP,2077,NA,NA,NA,126FE370_1,0,20
1277466B,Kailali,8.1000004,0.12,73,77.4,2.31,21.2,15.1,63.7,80.9618,28.6637,Legacy_Data,10514,SIL,2.71,0.36,NLUP,2074,NA,NA,NA,1277466B_1,0,20
1279E434,Jumla,6.0999999,0.3,22.06,308.2,5.9,58,18,24,82.1032,29.4549,Legacy_Data,10415,SL,NA,NA,NLUP,2076,NA,NA,NA,1279E434_1,0,20
127BD21E,Morang,6,0.09,9.06,107.2,1.92,8.5,10.1,81.4,87.4041,26.4654,Legacy_Data,15900,Si,1.93,0.02,NLUP,2074,NA,NA,NA,127BD21E_1,0,20
127D3E24,Rautahat,6.4000001,0.07,22.74,92.15,1.12,30.6,22,47.4,85.3011,26.8035,Legacy_Data,23172,L,1.77,0.16,NLUP,2076,NA,NA,NA,127D3E24_1,0,20
1281BC81,Morang,6.4000001,0.19,221.84,143.64,4.23,29.8,16.8,53.4,87.3526,26.5966,Legacy_Data,16525,SIL,1.33,0.02,NLUP,2074,NA,NA,NA,1281BC81_1,0,20
1283D41D,Bara,7.5,0.07,17.33,80.4,2.02,54.76,15.38,29.86,85.1026,27.0569,Legacy_Data,3044,Sandy Loam,NA,NA,NLUP,2074,NA,NA,NA,1283D41D_1,0,20
128718CC,Dhadhing,5.75,0.1,51.98,78,2,41.5,35.7,22.8,84.8733,27.973,Legacy_Data,5838,Clay loam,NA,NA,NLUP,2077,NA,NA,NA,128718CC_1,0,20
128E2424,Rautahat,7.5999999,0.05,2,153.81,0.59,28.9,18,53.1,85.3288,26.7926,Legacy_Data,23110,L,0.49,0.23,NLUP,2076,NA,NA,NA,128E2424_1,0,20
1290498E,Nawalparasi,5.77,0.14,41.538,92.71,0.15,32,28.3,39.7,84.2847,27.6906,Legacy_Data,19844,CL,NA,NA,NLUP,2074,NA,NA,NA,1290498E_1,0,20
12909C5A,Sindhupalchowk,6.4,0.12,16.2,104.4,2.32,11.4,40.7,47.9,85.5324,27.8345,Legacy_Data,27280,Silty Clay,NA,NA,NLUP,2077,NA,NA,NA,12909C5A_1,0,20
12939587,Jhapa,4.6999998,0.11,77.14,737,2.23,32,16,52,87.8596,26.4713,Legacy_Data,9025,SiL,0.73,0.3,NLUP,2074,NA,NA,NA,12939587_1,0,20
129869E5,Banke,7.5,0.04,1,90.96,0.33,33.5,22.8,43.7,81.5706,28.1628,Legacy_Data,1790,L,2.22,0.18,NLUP,2074,NA,NA,NA,129869E5_1,0,20
1299DB4E,Kailali,6.9000001,0.15,89,188,2.98,NA,NA,NA,80.7645,28.7094,Legacy_Data,11056,Silty Loam,0.08,0.36,NLUP,2074,NA,NA,NA,1299DB4E_1,0,20
129D2A65,Kapilvastu,8.1999998,0.12,17.32,134,2.34,15.6,12,72.4,82.9155,27.5524,Legacy_Data,11583,Si,NA,NA,NLUP,2074,NA,NA,NA,129D2A65_1,0,20
12A04281,Parsa,6.8000002,0.09,47.21,27.99,1.73,39.2,20.3,40.5,84.6932,27.0944,Legacy_Data,21691,L,1.82,0.06,NLUP,2074,NA,NA,NA,12A04281_1,0,20
12A1A773,Dhanusha,6.5,0.04,2,8.37,0.46,69.2,5.1,25.7,86.0004,26.9094,Legacy_Data,6479,SL,0.32,0.02,NLUP,2074,NA,NA,NA,12A1A773_1,0,20
12A1FF71,Sindhupalchowk,6.65,0.09,34.77,408,1.75,11.6,40.9,47.5,85.7872,27.9564,Legacy_Data,27443,Silty Clay,NA,NA,NLUP,2077,NA,NA,NA,12A1FF71_1,0,20
12A202C5,Rukum_east,6.03,0.13,367.5,295.3,2.67,38,10,52,82.6206,28.707,Legacy_Data,24575,Silt Loam,NA,NA,NLUP,2076,NA,NA,NA,12A202C5_1,0,20
12A3E15D,Parsa,6.0999999,0.06,12.5,15.7,0.95,62.6,8.3,29.1,84.8672,27.0304,Legacy_Data,21785,SL,1.65,0.33,NLUP,2074,NA,NA,NA,12A3E15D_1,0,20
12A5A198,Rautahat,6.5,0.1,57,117.09,1.95,58.9,6,35.1,85.3007,26.8672,Legacy_Data,23283,SL,0.54,0.04,NLUP,2076,NA,NA,NA,12A5A198_1,0,20
12A5EC9A,Sankhuwasabha,5.5999999,0.23,12.3,294.8,4.64,73.88,4.36,21.76,87.3721,27.4254,Legacy_Data,26042,Sandy Loam,NA,NA,NLUP,2077,NA,NA,NA,12A5EC9A_1,0,20
